path,case_id,backbone,baseline_id,n_dropped,is_consensus_flagged
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_002.json,case_paraphrase_002,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_003.json,case_paraphrase_003,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_004.json,case_paraphrase_004,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_005.json,case_paraphrase_005,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_006.json,case_paraphrase_006,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_007.json,case_paraphrase_007,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_008.json,case_paraphrase_008,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_009.json,case_paraphrase_009,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_010.json,case_paraphrase_010,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_011.json,case_paraphrase_011,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_012.json,case_paraphrase_012,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_013.json,case_paraphrase_013,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_014.json,case_paraphrase_014,claude-sonnet-4-5-20250929,V-final,8,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_015.json,case_paraphrase_015,claude-sonnet-4-5-20250929,V-final,6,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_016.json,case_paraphrase_016,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_017.json,case_paraphrase_017,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_018.json,case_paraphrase_018,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_019.json,case_paraphrase_019,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_020.json,case_paraphrase_020,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_021.json,case_paraphrase_021,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_022.json,case_paraphrase_022,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_023.json,case_paraphrase_023,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_024.json,case_paraphrase_024,claude-sonnet-4-5-20250929,V-final,6,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_025.json,case_paraphrase_025,claude-sonnet-4-5-20250929,V-final,8,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_026.json,case_paraphrase_026,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_027.json,case_paraphrase_027,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_028.json,case_paraphrase_028,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_029.json,case_paraphrase_029,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_030.json,case_paraphrase_030,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_031.json,case_paraphrase_031,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_032.json,case_paraphrase_032,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_033.json,case_paraphrase_033,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_034.json,case_paraphrase_034,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_035.json,case_paraphrase_035,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_001.json,case_trec2021_001,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_008.json,case_trec2021_008,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_009.json,case_trec2021_009,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_012.json,case_trec2021_012,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_013.json,case_trec2021_013,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_015.json,case_trec2021_015,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_018.json,case_trec2021_018,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_019.json,case_trec2021_019,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_022.json,case_trec2021_022,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_025.json,case_trec2021_025,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_026.json,case_trec2021_026,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_028.json,case_trec2021_028,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_031.json,case_trec2021_031,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_033.json,case_trec2021_033,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_034.json,case_trec2021_034,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_035.json,case_trec2021_035,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_036.json,case_trec2021_036,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_042.json,case_trec2021_042,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_044.json,case_trec2021_044,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_047.json,case_trec2021_047,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_048.json,case_trec2021_048,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_049.json,case_trec2021_049,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_050.json,case_trec2021_050,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_053.json,case_trec2021_053,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_056.json,case_trec2021_056,claude-sonnet-4-5-20250929,V-final,2,True
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_057.json,case_trec2021_057,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_058.json,case_trec2021_058,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_059.json,case_trec2021_059,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_061.json,case_trec2021_061,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_065.json,case_trec2021_065,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_070.json,case_trec2021_070,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2021_073.json,case_trec2021_073,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_002.json,case_trec2022_002,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_003.json,case_trec2022_003,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_004.json,case_trec2022_004,claude-sonnet-4-5-20250929,V-final,6,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_005.json,case_trec2022_005,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_006.json,case_trec2022_006,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_007.json,case_trec2022_007,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_008.json,case_trec2022_008,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_009.json,case_trec2022_009,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_012.json,case_trec2022_012,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_013.json,case_trec2022_013,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_014.json,case_trec2022_014,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_016.json,case_trec2022_016,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_018.json,case_trec2022_018,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_020.json,case_trec2022_020,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_021.json,case_trec2022_021,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_023.json,case_trec2022_023,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_024.json,case_trec2022_024,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_026.json,case_trec2022_026,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_027.json,case_trec2022_027,claude-sonnet-4-5-20250929,V-final,6,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_030.json,case_trec2022_030,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_031.json,case_trec2022_031,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_032.json,case_trec2022_032,claude-sonnet-4-5-20250929,V-final,7,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_033.json,case_trec2022_033,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_034.json,case_trec2022_034,claude-sonnet-4-5-20250929,V-final,5,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_037.json,case_trec2022_037,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_041.json,case_trec2022_041,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_042.json,case_trec2022_042,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_045.json,case_trec2022_045,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_046.json,case_trec2022_046,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_047.json,case_trec2022_047,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_048.json,case_trec2022_048,claude-sonnet-4-5-20250929,V-final,6,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_trec2022_050.json,case_trec2022_050,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_01.json,case_01,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_02.json,case_02,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_03.json,case_03,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_04.json,case_04,gpt-4o,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_05.json,case_05,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_06.json,case_06,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_07.json,case_07,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_08.json,case_08,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_09.json,case_09,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_10.json,case_10,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_11.json,case_11,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_12.json,case_12,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_13.json,case_13,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_14.json,case_14,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_15.json,case_15,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_001.json,case_paraphrase_001,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_002.json,case_paraphrase_002,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_003.json,case_paraphrase_003,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_004.json,case_paraphrase_004,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_005.json,case_paraphrase_005,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_006.json,case_paraphrase_006,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_007.json,case_paraphrase_007,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_008.json,case_paraphrase_008,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_009.json,case_paraphrase_009,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_010.json,case_paraphrase_010,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_011.json,case_paraphrase_011,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_012.json,case_paraphrase_012,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_013.json,case_paraphrase_013,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_014.json,case_paraphrase_014,gpt-4o,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_015.json,case_paraphrase_015,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_016.json,case_paraphrase_016,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_017.json,case_paraphrase_017,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_018.json,case_paraphrase_018,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_019.json,case_paraphrase_019,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_020.json,case_paraphrase_020,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_021.json,case_paraphrase_021,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_022.json,case_paraphrase_022,gpt-4o,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_023.json,case_paraphrase_023,gpt-4o,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_024.json,case_paraphrase_024,gpt-4o,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_025.json,case_paraphrase_025,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_026.json,case_paraphrase_026,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_027.json,case_paraphrase_027,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_028.json,case_paraphrase_028,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_029.json,case_paraphrase_029,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_030.json,case_paraphrase_030,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_031.json,case_paraphrase_031,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_032.json,case_paraphrase_032,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_033.json,case_paraphrase_033,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_034.json,case_paraphrase_034,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_paraphrase_035.json,case_paraphrase_035,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_001.json,case_trec2021_001,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_008.json,case_trec2021_008,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_009.json,case_trec2021_009,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_012.json,case_trec2021_012,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_013.json,case_trec2021_013,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_015.json,case_trec2021_015,gpt-4o,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_018.json,case_trec2021_018,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_019.json,case_trec2021_019,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_022.json,case_trec2021_022,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_025.json,case_trec2021_025,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_026.json,case_trec2021_026,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_028.json,case_trec2021_028,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_031.json,case_trec2021_031,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_033.json,case_trec2021_033,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_034.json,case_trec2021_034,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_035.json,case_trec2021_035,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_036.json,case_trec2021_036,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_042.json,case_trec2021_042,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_044.json,case_trec2021_044,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_047.json,case_trec2021_047,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_048.json,case_trec2021_048,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_049.json,case_trec2021_049,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_050.json,case_trec2021_050,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_053.json,case_trec2021_053,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_056.json,case_trec2021_056,gpt-4o,V-final,1,True
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_057.json,case_trec2021_057,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_058.json,case_trec2021_058,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_059.json,case_trec2021_059,gpt-4o,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_061.json,case_trec2021_061,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_065.json,case_trec2021_065,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_070.json,case_trec2021_070,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2021_073.json,case_trec2021_073,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_002.json,case_trec2022_002,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_003.json,case_trec2022_003,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_004.json,case_trec2022_004,gpt-4o,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_005.json,case_trec2022_005,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_006.json,case_trec2022_006,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_007.json,case_trec2022_007,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_008.json,case_trec2022_008,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_009.json,case_trec2022_009,gpt-4o,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_012.json,case_trec2022_012,gpt-4o,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_013.json,case_trec2022_013,gpt-4o,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_014.json,case_trec2022_014,gpt-4o,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_016.json,case_trec2022_016,gpt-4o,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/gpt-4o/case_trec2022_018.json,case_trec2022_018,gpt-4o,V-final,2,False
