judge,case_id,backbone,semantic_leak
sonnet,case_paraphrase_035,gpt-4o,0
sonnet,case_13,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_007,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_028,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_029,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_08,gpt-4o,0
sonnet,case_paraphrase_016,gpt-4o,0
sonnet,case_trec2022_020,claude-sonnet-4-5-20250929,0
sonnet,case_01,gpt-4o,0
sonnet,case_paraphrase_004,gpt-4o,0
sonnet,case_05,gpt-4o,0
sonnet,case_trec2022_008,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_030,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_015,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_033,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_033,claude-sonnet-4-5-20250929,0
sonnet,case_04,gpt-4o,0
sonnet,case_trec2022_030,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_023,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_047,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_004,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_061,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_08,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_032,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_032,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_056,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_047,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_005,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_004,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_057,gpt-4o,0
sonnet,case_trec2022_046,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_02,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_024,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_024,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_024,gpt-4o,0
sonnet,case_paraphrase_028,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_016,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_15,gpt-4o,0
sonnet,case_trec2021_036,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_050,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_050,gpt-4o,0
sonnet,case_trec2021_034,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_021,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_023,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_028,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_028,gpt-4o,0
sonnet,case_02,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_007,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_042,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_014,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_032,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_024,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_028,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_027,gpt-4o,0
sonnet,case_trec2022_042,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_026,gpt-4o,0
sonnet,case_paraphrase_007,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_021,gpt-4o,0
sonnet,case_trec2021_019,mistralai__Mistral-7B-Instruct-v0.3,1
sonnet,case_paraphrase_029,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_031,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_14,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_030,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_034,Qwen__Qwen2.5-3B-Instruct,1
sonnet,case_trec2021_044,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_04,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_035,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_022,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_016,gpt-4o,0
sonnet,case_paraphrase_017,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_006,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_002,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_012,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_056,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_041,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_014,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_026,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_006,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_018,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_018,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_073,gpt-4o,0
sonnet,case_08,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_059,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_026,gpt-4o,0
sonnet,case_trec2021_022,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_004,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_027,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_050,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_031,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_061,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_020,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_008,gpt-4o,0
sonnet,case_trec2021_036,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_027,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_036,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_014,Qwen__Qwen2.5-3B-Instruct,1
sonnet,case_trec2021_058,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_027,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_008,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_004,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_005,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_053,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_057,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_013,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_016,meta-llama__Meta-Llama-3.1-8B-Instruct,1
sonnet,case_paraphrase_024,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_053,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_004,Qwen__Qwen2.5-3B-Instruct,1
sonnet,case_trec2022_046,gpt-4o,0
sonnet,case_trec2022_009,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_048,gpt-4o,0
sonnet,case_paraphrase_034,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_032,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_033,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_14,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_018,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_046,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_041,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_003,gpt-4o,0
sonnet,case_paraphrase_007,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_01,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_046,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_018,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_028,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_14,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_009,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_003,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_018,gpt-4o,0
sonnet,case_trec2021_059,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_027,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_065,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_paraphrase_001,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_001,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_021,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_033,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_061,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_031,gpt-4o,0
sonnet,case_trec2021_035,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_023,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_030,claude-sonnet-4-5-20250929,0
sonnet,case_paraphrase_015,gpt-4o,0
sonnet,case_trec2021_033,gpt-4o,0
sonnet,case_trec2022_002,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_042,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_026,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_015,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_10,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_021,gpt-4o,0
sonnet,case_trec2021_049,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_paraphrase_003,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_03,claude-sonnet-4-5-20250929,0
sonnet,case_trec2022_009,gpt-4o,0
sonnet,case_paraphrase_034,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2022_047,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_paraphrase_021,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_12,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2022_042,gpt-4o,0
sonnet,case_paraphrase_017,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_015,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_005,claude-sonnet-4-5-20250929,0
sonnet,case_trec2021_009,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_019,gpt-4o,0
sonnet,case_trec2021_057,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2021_070,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_018,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_049,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_042,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_trec2021_065,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2022_041,Qwen__Qwen2.5-7B-Instruct,0
sonnet,case_trec2022_023,gpt-4o,0
sonnet,case_trec2021_073,Qwen__Qwen2.5-3B-Instruct,0
sonnet,case_15,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_06,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_paraphrase_019,meta-llama__Meta-Llama-3.1-8B-Instruct,0
sonnet,case_trec2021_053,mistralai__Mistral-7B-Instruct-v0.3,0
sonnet,case_trec2021_061,gpt-4o,0
